"";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"AT1G74790";0.0217960697878192;4.13271402534702;0.146053095239516;0.886218978780422;1;-7.05040588992076
"AT3G51740";-0.0217945276220406;3.59534333083862;-0.217455891853156;0.831378147422216;1;-7.03652465913943
"AT5G55507";0.0217943157469376;0.122793816970299;0.27338190360328;0.789044527332177;1;-7.02187544576968
"AT5G44000";0.0217938045992216;4.06276971368772;0.25694827159457;0.801418345868153;1;-7.02652289446457
"AT5G27020";0.0217803030521265;0.0360654555768368;0.450888731285216;0.65982653435479;1;-6.95369474007242
"AT4G26070";-0.0217621554650815;2.29495596491239;-0.168680499710645;0.868758951340243;1;-7.04659430535552
"AT4G38890";0.0217527266228243;4.17032824622361;0.262550712199347;0.797193460713625;1;-7.02497051414783
"AT3G06950";-0.0217392621331642;3.93486346625414;-0.2016304753779;0.843464398036477;1;-7.04006885363628
"AT5G27700";0.0217323669566927;7.45902414145697;0.222509428825128;0.827527905817027;1;-7.035336929303
"AT5G60480";0.0217288757026118;0.0193884658401248;0.73747612758903;0.474510855732538;0.943536303002886;-6.77640097145177
"AT2G37160";0.0217226899971341;3.00341961615884;0.307218582575339;0.763758091872476;1;-7.01141128335165
"AT4G21800";-0.0217163012104331;4.20630459168557;-0.284917271503651;0.780394272325102;1;-7.01844327951347
"AT1G50320";0.0216984102433422;7.21742170410293;0.148286247710165;0.884492881329836;1;-7.05005399920445
"AT3G01890";0.0216871404319781;3.02814292186348;0.137854189830731;0.892561396260148;1;-7.05165219943777
"AT5G59840";0.0216868380334985;4.6780091116521;0.277014048671038;0.786317600404219;1;-7.02080986622752
"AT1G22870";-0.0216835598480083;2.69419228891775;-0.256063574347961;0.802086110807962;1;-7.02676500687588
